description,fee_type,html_url,id,label,level,name,online_type,picture_url,purchase_seconds_info,students_count
通过借助 docopt 库与 Pillow 库来构建命令行解析器获取指定图像并将其转换成相应样式的彩色字符图像，并在终端上将转化后的图像打印出来。完成本课学习之后，大家可尝试选择自己喜欢的头像图片制作自己的彩色字符头像哦！,member,/courses/673,673,,2,Python 实现图片转彩色字符,online_public,https://dn-simplecloud.shiyanlou.com/1517277942920.png,,1458
本课程从比特币的密码学原理，交易原理等等方面展开，一层一层地揭开区块链技术的面纱，带领同学们领略来自未来的技术。,member,/courses/890,890,,2,比特币基础概念入门,online_public,https://dn-simplecloud.shiyanlou.com/1504234990801.png,,1538
使用 Python3 来编写一系列的实用脚本，实验的过程中能熟悉 Python3 的使用，学习使用各种功能强大的模块。,member,/courses/580,580,,2,Python 编写实用脚本,online_public,https://dn-simplecloud.shiyanlou.com/1469435793550.png,,4920
根据九宫格盘面上的已知数字，推理出所有剩余空格的数字，并满足每一行、每一列、每一个区块(3 * 3)内的数字均含1-9，并且不重复。还记得曾经你在玩数独游戏的时候到底用掉了多少草稿纸吗？可想过用程序来解决这个难题。本课程将用python实现一个数独游戏的生成并求解，第一个实验实现数独题目的生成，第二个实验完成数独游戏的求解。主要使用Python语法知识完成本次实验，让大家熟悉和巩固Python 知识，并学以致用。,member,/courses/728,728,,2,Python 实现数独游戏与破解,online_public,https://dn-simplecloud.shiyanlou.com/1517280525738.png,,2094
今天这门课程将通过 OpenCV 库来实现人脸面部特征交换，其实就是将第二张人脸的眼睛、鼻子和嘴巴通过程序自动裁剪适配并覆盖到第一张人脸上，并且为了使得修改后的照片看着更加自然，我们还需要调整皮肤颜色。,member,/courses/686,686,,2,OpenCV 实现面部特征交换,online_public,https://dn-simplecloud.shiyanlou.com/1542778544212.png,,3760
本训练营使用 Vue.js+Koa.js+MongoDB 实现一个类似于「什么值得买」的网站。前端页面使用 Vue.js 实现，主要使用 Vue，Vue-router，Vuex 等技术。服务器端使用 Node.js 实现的一个 Web 框架，主要学习基于 Koa.js开发。网站使用 MongoDB 做数据存储，实现的功能模块主要有：用户管理、商品分类管理、商品标签管理、商品管理等。,bootcamp,/courses/898,898,,3,Vue.js+Koa.js+MongoDB 打造「什么值得买」网站,online_public,https://dn-simplecloud.shiyanlou.com/1500536107318.png,,857
本课程使用现在流行的 Vue.js 和 ElementUI 从零开始开发一个可拖拽的表单设计器，项目使用Vue CLI 3 搭建，你可以从中学习到如何快速创建一个Vue项目，如何实现拖拽，Vue组件封装，Vue高级特性用法，如何打包发布项目到NPM上等众多干货。课程讨论答疑群：746805364,bootcamp,/courses/1355,1355,,3,Vue.js 进击实战：拖拽表单设计器,online_public,https://dn-simplecloud.shiyanlou.com/course/1563183557595_【1355】-【vue进击实战——拖拽表单设计器】(2).png,,785
本训练营项目是使用 Vue.js 实现一个简易的富文本编辑器应用。通过本项目的实战学习，你将掌握 Vue.js 框架使用，数据绑定操作，组件式开发等。课程将涉及 Vuex 的使用，让你了解全局状态管理的作用与优势。与其他 Vue 项目不同，这是一个纯前端的项目，主要学习 Vue 框架的使用与原生 JS 编写，同时了解 DOM 的相关知识。,bootcamp,/courses/904,904,,3,Vue.js 实现富文本编辑器,online_public,https://dn-simplecloud.shiyanlou.com/1501207033286.png,,1363
对于技术人员来说，拥有自己的个人博客应该是一件令人向往的事情，可以记录和分享自己的观点，独立开发以及独立维护一个博客网站，这种想法应该在很多人心中都有过，真的很酷，也因此我开发了 My Blog 博客系统，它是由 SpringBoot + Mybatis + Thymeleaf 等技术实现的 Java 博客系统，页面美观、功能齐全、部署简单及完善的代码，一定会给使用者无与伦比的体验。,bootcamp,/courses/1367,1367,,3,SpringBoot+Mybatis+Thymeleaf 搭建个人博客,online_public,https://dn-simplecloud.shiyanlou.com/courses/uid770606-20190830-1567130353580,,1228
本课程由实验楼具备 Docker 实战经验的工程师精心打造，同时可以完全在线实验的 Docker 培训内容。课程包含了最快的上手教程，最新的技术领域，最多的动手实践。你可以在线实验并学习到 Docker，DockerFile，Compose，Swarm 等技术。,bootcamp,/courses/498,498,全新升级,3,动手实战学 Docker,online_public,https://dn-simplecloud.shiyanlou.com/1528795046794.png,,4067
本课程是 Spring Boot 的实战课程，课程总共分为三个部分。第一个部分主要讲解 Spring Security 的一些基本使用方法，方便后面项目的开发。第二部分就是对项目的整体把握，讲解项目的架构并为项目做一些准备。最后一部分就是项目实战部分了，我会带着大家开发一个基于 Spring Boot + Vue.js 的前后端分离的微人事系统，带大家从无到有的开发一个完整的项目。,bootcamp,/courses/1346,1346,,3,SpringBoot 和 Vue.js 实现前后端分离的微人事系统,online_public,https://dn-simplecloud.shiyanlou.com/courses/uid18510-20190809-1565330799478,,788
本课程将学习 C++ 利用 ffmpeg 解码视频数据，将解码后的视频数据播放出来。通过本实验学习 ffmpeg 和 SDL 基本的用法。,member,/courses/682,682,,2,C++ 实现 FFmpeg 播放器,online_public,https://dn-simplecloud.shiyanlou.com/courses/uid214893-20200506-1588744274997,,1407
Spring 是现阶段最为流行的 Java Web 框架，前后端分离架构也是现在移动应用时代的主流解决方案。本课程注重后端架构的实现，从传统的 SSM 架构到 Spring Boot 前后端分离架构，帮助大家更加深入了解 Spring 的周边生态和解决前后端分离的核心思想。,bootcamp,/courses/1405,1405,,3,Java Web 三级跳：SSM，SpringBoot 与前后端分离,online_public,https://dn-simplecloud.shiyanlou.com/courses/uid770606-20191205-1575541803352,,714
本课程是 JDBC 的入门课程，通过学习 JDBC 定义和架构，来对 JDBC 有一个初步的认识，然后再讲解了其中的常用接口及方法，来对数据库进行简单的操作，最后还讲解了事务、异常处理和批量处理，通过这些可以对数据库进行更好的管理。,member,/courses/110,110,,2,JDBC 入门教程,online_public,https://dn-simplecloud.shiyanlou.com/assets/1631181765444_7ca225c2d54dc775579cd6d02381887a,,11612
实验楼携手信息安全工程师制作 20 个服务器攻击实验，作为 Kali Linux 实战的入门学习。实验中针对 FTP，Tomcat，NFS，Samba 等服务漏洞， 使用 Nmap 及 Metasploit 安全工具进行渗透测试。本课程包括了完全的在线实验，详细的步骤截图，漏洞原理和攻击代码讲解。,bootcamp,/courses/698,698,,3,Kali 渗透测试：服务器攻击实战,online_public,https://dn-simplecloud.shiyanlou.com/course/1542594225113_【698】-【Kali渗透测试-服务器攻击实战（20个实验】.png,,1990
通过20个由实验楼和信息安全工程师共同制作的Web应用攻击实验，学习渗透技术基础知识。针对典型的跨站脚本XSS、SQL注入、文件包含等安全漏洞，提供了实际攻击方式和如何避免的解决方案。完全在线实验，详细步骤截图，漏洞原理和攻击代码讲解。,bootcamp,/courses/717,717,,3,Kali 渗透测试：Web 应用攻击实战,online_public,https://dn-simplecloud.shiyanlou.com/course/1542594454749_【717】-【Kali渗透测试-Web应用攻击实战】.png,,2100
对初学者来说，cookie与session的工作机制是较难理解的知识点。express框架提供了session中间件express-session，实现了session机制。本课程学习开发一个接口与express-session相同的中间件exSession，从而透彻理解session的工作机制。,member,/courses/901,901,,2,Node.js 实现 Express Session 中间件,online_public,https://dn-simplecloud.shiyanlou.com/1502778001055.png,,258
该门课程将会以理论学习与实战相结合的方式分别对 Shiro 的身份认证和授权这两个最重要的安全功能着重进行学习。,bootcamp,/courses/2551,2551,,3,Shiro 与 Spring Boot 实现权限管理系统,online_public,https://dn-simplecloud.shiyanlou.com/courses/uid214893-20200819-1597824689665,,156
本课程使用 Node.js 实现一个简单的静态文件服务器，主要学习 Node.js 的 http 模块，熟悉 Node.js 创建 Web 服务器的过程。同时学习 ES6 的一些新语法，如今 Node.js 是极力推荐 ES6 写法的。,member,/courses/520,520,,2,Node.js 实现静态文件服务器,online_public,https://dn-simplecloud.shiyanlou.com/1458285470241.png,,478
Sequelize 是一个 Node.js 平台基于 Promise 的ORM。用于操作管理 MySQL、Postgres、SQLite 等关系型数据库。本课程主要学习使用 Sequelize 操作 MySQL 数据库。Sequelize 官方文档：http://docs.sequelizejs.com/en/latest/,member,/courses/509,509,,2,Node.js 使用 Sequelize 操作 MySQL,online_public,https://dn-simplecloud.shiyanlou.com/1456966944410.png,,402
Hibernate 是一个开源的对象关系映射框架，对JDBC进行了非常轻量级的对象封装，使得Java程序员可以随心所欲的使用对象编程思维来操纵数据库。 Hibernate 可以应用在任何使用JDBC的场合。本次课程详细介绍了 Hibernate 框架结构知识，并通过多个基础的 Demo 实例讲解了 Hibernate 的用法。难度中等，适合具有 Java 基础的同学学习框架。,member,/courses/34,34,,2,Hibernate 框架基础入门,online_public,https://dn-simplecloud.shiyanlou.com/ncn34.jpg,,7970
本课程通过实现linux pwd命令，以理解linux文件系统的基本概念及内部实现，并熟悉linux系统与文件系统相关的系统调用接口。,member,/courses/709,709,,2,C 语言实现 Linux pwd 命令,online_public,https://dn-simplecloud.shiyanlou.com/1528794895609.png,,1908
本课程通过以实例构建软件项目编译环境的工程，从这个过程中学习make命令的使用及makefile的相关编写技巧。,member,/courses/713,713,,2,跟我一起来玩转 Makefile,online_public,https://dn-simplecloud.shiyanlou.com/1517278816782.png,,3230
本课程通过使用 LVS 与 KeepAlived 搭建一个高可用的负载均衡服务器群，在实验中学习 vrrp、LVS 的基本原理并实践了 LVS 与 KeepAlived。,member,/courses/652,652,,2,LVS 集群负载均衡实战,online_public,https://dn-simplecloud.shiyanlou.com/course/1542593424838_【652】-【LVS集群负载均衡实战】.png,,1524
通过 《C语言实现 FTP 服务器》 项目学习，可以更加深入的理解套接字编程模型，并且了解应用层协议（FTP）如何在套接字基础上定义。本项目实现了支持 list，get <filename>，quit 等命令的 FTP 服务器。,member,/courses/628,628,,2,C 语言实现 FTP 服务器,online_public,https://dn-simplecloud.shiyanlou.com/1472196238619.png,,1712
本项目在 Linux 环境下使用 C 语言实现聊天室软件，学习并实践基本的 Linux socket 通信的相关技术，加深对 TCP/IP 协议栈的理解。,member,/courses/602,602,,2,C 语言实现简单聊天室,online_public,https://dn-simplecloud.shiyanlou.com/assets/1631267924417_e8426e10322925bb3be0b0eb24b0f831,,1423
通过 C 语言实现Linux who命令 项目的学习，可以掌握 Linux 操作系统为上层提供的访问系统数据文件的接口。更好的理解 Linux 操作系统工作的原理。,member,/courses/584,584,,2,C 语言实现 Linux who 命令,online_public,https://dn-simplecloud.shiyanlou.com/1469179484168.png,,379
"通过完成C 语言实现Linux cp 命令项目的学习，可以掌握Linux操作系统中的文件IO相关的系统函数和目录相关操作的系统函数，比如open, write, opendir, readir。深入了解Linux环境系统编程。",member,/courses/577,577,,2,C 语言实现 Linux cp 命令,online_public,https://dn-simplecloud.shiyanlou.com/1468510791879.png,,565
本课程学习 linux 目录与文件属性，使用C语言实现 Linux ls 命令。其中涉及到 ls 的原理，如何获取获取文件的属性，掩码的相关知识。认识linux系统函数opendir()，readdir()等的调用方法。,member,/courses/439,439,,2,C 语言实现 Linux ls 命令,online_public,https://dn-simplecloud.shiyanlou.com/assets/1631182223538_36773bf74b7a3c7bc82d08644ce40d45,,626
《Wireshark网络分析实战》采用步骤式为读者讲解了一些使用Wireshark来解决网络实际问题的技巧。本实验为《Wireshark网络分析实战》的配套实验。,free,/courses/288,288,,2,Wireshark 网络分析实战,online_public,https://dn-simplecloud.shiyanlou.com/ncn288.jpg,,4183
跨站脚本是一种典型的出现在web应用程序中的计算机安全漏洞。这种漏洞使攻击者注入恶意代码到受害者的web浏览器成为可能。本实验中，我们将对一个有漏洞的Web系统进行跨站脚本攻击。,free,/courses/304,304,,2,Elgg 系统跨站脚本攻击实验,online_public,https://dn-simplecloud.shiyanlou.com/1525931106472.png,,2148
跨站请求伪造(CSRF或XSRF)攻击可用于盗取身份，造成盗号、虚拟货币转让、购买商品等跟人隐私及财产安全的威胁。,free,/courses/281,281,,2,Collabtive 系统跨站请求伪造攻击实验,online_public,https://dn-simplecloud.shiyanlou.com/1525931001615.png,,1884
"跨站点脚本(XSS)是一种常见较弱的web应用程序漏洞,攻击者使用这个漏洞注入恶意代码(例如JavaScript)来攻击受害者的web浏览器。",free,/courses/285,285,,2,Collabtive 系统跨站脚本攻击实验,online_public,https://dn-simplecloud.shiyanlou.com/1525937878177.png,,2627
Set-UID 是 Unix 系统中的一个重要的安全机制。本门课程将带领大家探索两个方面的内容：从 Set-UID  工作原理来理解为什么 Linux 需要这个机制、Set-UID 带来的安全性问题。,free,/courses/227,227,,2,SET-UID 程序漏洞实验,online_public,https://dn-simplecloud.shiyanlou.com/1525930185262.png,,3034
通过本节课程来认识防火墙，了解 iptables，灵活运用。保护我们的服务器，守护我们的隐私数据。以 SYN flood、CC 攻击实例见证 iptables 保护的强大力量,member,/courses/91,91,,2,Linux 防火墙技术入门,online_public,https://dn-simplecloud.shiyanlou.com/course/1542592064219_【91】-【Linux防火墙技术】.png,,1814
本课程以实战的角度从环境搭建到代码实现，全面了解全文搜索elasticsearch环境搭建、数据添加、数据搜索、数据删除及head插件工具的使用，对在实际项目中的关键技术点进行解读。,member,/courses/1014,1014,,2,Elasticsearch 基础入门,online_public,https://dn-simplecloud.shiyanlou.com/1517541369877.png,,1105
本课程通过使用 spring+spring MVC+Mybatis+freemarker 来实现个人简历的在线生成以及导出功能，通过一个简单网页填写个人履历后，在线生成一份个人简历。项目较为简单，作为SSM实战的项目，十分适合学习JAVA的同学练手。,member,/courses/875,875,,2,Java 基于 SSM 实现简历生成,online_public,https://dn-simplecloud.shiyanlou.com/1500628137768.png,,1745
本实验介绍怎么使用 J2SE 常用网络通信 API 以及 Socket 编程。通过本实验将会学习到网络基础知识、获取URL资源的大小、Swing图形界面编程、套接字编程。本节课程难度中等，属于中级课程，适合具有扎实 Java 基础的同学学习网络编程。,member,/courses/362,362,,2,J2SE 网络通信基础入门,online_public,https://dn-simplecloud.shiyanlou.com/course/1570502528609_【362】-【J2SE网络通信实践】(1).png,,1843
SSM（Spring+Spring MVC+MyBatis）是媲美于 SSH 框架的轻量级 Java EE 框架。本次项目课的场景，假设为开发一个简单的用户基本信息的管理网站，在数据库中存在的每一个用户都可以登录网站，然后在网站上进行用户的管理（增删改查）。主要目的是为了展示如何整合 SSM 框架。,member,/courses/817,817,,2,SSM 框架基础入门,online_public,https://dn-simplecloud.shiyanlou.com/1495436510136.png,,2421
本次课程将介绍如何使用Spark MLlib对Twitter上的流数据进行情感分析，并且利用Python的工具包basemap可视化美国不同的州对于曾经的总统候选人希拉里及川普的情感分析结果，通过地理信息可视化我们可直观的感受到这两位候选人的受欢迎程度。,member,/courses/722,722,,2,Spark MLlib 情感数据数据,online_public,https://dn-simplecloud.shiyanlou.com/1517280301144.png,,2493
本实验课程是通过在一个小Linux（Linux 0.11）上针对操作系统的各个模块开展的深入实践，同时本课程也是为网易云课堂李治军老师《操作系统之基础》、《操作系统之进程与线程》等四门课程的配套实验课。,free,/courses/115,115,,2,操作系统原理与实践,online_public,https://dn-simplecloud.shiyanlou.com/assets/1630050146394_60ae3262820a832cfa47d557debc11a3,,38550
本课程将介绍线程相关的基础概念、高级话题以及同步和互斥三大主题，每个实验部分都通过一个实例学习Linux下的多线程编程相关技巧。并通过实践的代码案例让大家对Linux多线程编程有更深刻的认识和感受，达到初步掌握理解Linux多线程编程相关基础知识的目的。课程来源于作者学习阅读《Linux/UNIX系统编程手册》后归纳总结的精华笔记。,member,/courses/731,731,,2,Linux 多线程编程基础入门,online_public,https://dn-simplecloud.shiyanlou.com/1517281559097.png,,2971
本课程将用C++动手实现经典游戏-俄罗斯方块，课程难度适中，适合初学C++并且有一定基础的同学，通过课程可以掌握C++编程的基本方法以及游戏设计中的逻辑算法，既能提高编程能力，又能感受游戏的乐趣！,free,/courses/995,995,,2,C++ 实现俄罗斯方块,online_public,https://dn-simplecloud.shiyanlou.com/1513155659728.png,,15823
通过完成一个C语言实现Linux touch命令项目，学习基于LINUX环境的系统编程技术，尤其 Linux 文件 IO 操作相关技术。,free,/courses/572,572,,2,C 语言实现 Linux touch 命令,online_public,https://dn-simplecloud.shiyanlou.com/1468303457068.png,,2776
本次训练营会对著名的 Python Web 框架 - Sanic 进行分析。一步步实现高并发的异步 Web 框架。本训练营涉及到了协程、异步 I/O 、服务器原理、HTTP 协议、路由、视图、异常处理等知识点。通过从理解其概念再到动手实现其代码，从而深入理解 Python Web 框架。,bootcamp,/courses/1168,1168,,3,异步 Web 框架 Sanic 设计与实现,online_public,https://dn-simplecloud.shiyanlou.com/course/1537435577095_【1168】-【Python实现Sanic异步Web框架】.png,,209
使用 Python 3 实现类似 Redis 的 NoSQL 数据库，知识点包括了守护进程、网络编程、RESP 规范、Redis 数据库原理等。,bootcamp,/courses/1139,1139,,3,Python 实现仿 Redis 数据库,online_public,https://dn-simplecloud.shiyanlou.com/1533021952784.png,,317
使用 GNS3 仿真模拟工具由浅入深的学习网络技术，通过 16 个精心设计的实验内容，让你在动手实践的过程中逐步掌握交换与路由的 VLAN、STP、OSPF、DMVPN 等技术，最终让你能够独立实现一个中大型网络规划。,bootcamp,/courses/680,680,,3,由浅入深学网络,online_public,https://dn-simplecloud.shiyanlou.com/1478912239755.png,,1870
本课程带领大家使用 SQLAlchemy 连接 MySQL 数据库，创建一个学习网站所需要的数据表，并介绍了使用 SQLAlchemy 进行简单了 CURD 操作及使用 Faker 生成测试数据。,free,/courses/724,724,,2,SQLAlchemy 基础教程,online_public,https://dn-simplecloud.shiyanlou.com/1542778570386.png,,9658
"Laravel 是当下最火的 PHP 开发框架。它以编码风格优雅著称，每行代码都非常简洁，富有表达力，并且拥有强大的组件开发生态，可以帮助你快速搭建完美的大型网络应用。
本课程将从环境配置开始，将路由，控制器等基本知识点逐个在后续的实验中进行讲解和实践，力求让学习者通过自己做实验来更快上手 Laravel 开发，也能在开发的过程中体会 Laravel 的艺术感。",member,/courses/733,733,近期升级,2,Laravel 5 基础教程,online_public,https://dn-simplecloud.shiyanlou.com/1517281591648.png,,5712
"本课程通过学习TCP原理，Socket编程，多进程编程, 进程间通信和IO复用编写一个WEB服务器，本课程难度中等，适合phper进阶学习.",free,/courses/987,987,,2,PHP Socket 编程基础入门,online_public,https://dn-simplecloud.shiyanlou.com/1517285890130.png,,2262
本教程介绍如何使用 Django 框架快速打造文件分享系统，实现搜索功能，分享功能，用户分享文件查询。通过本课程，我们可以快速掌握 Django 的基础，以及一些 ORM 和 View 的高级用法。本课程适用于有一定 Python 基础的同学以及对 Django 感兴趣的同学。,free,/courses/993,993,,2,Django 打造文件分享系统,online_public,https://dn-simplecloud.shiyanlou.com/1513155628298.png,,7042
本课程实现了一个 Python 的文件备份脚本，通过项目的实现，学习并实践 Python 的基础知识，Linux 的文件操作及简单的界面设计。提供基础答疑QQ群：431371470,free,/courses/302,302,,2,基于 Python 的文件备份,online_public,https://dn-simplecloud.shiyanlou.com/course/1542592305291_【302】-【基于Python的文件备份】.png,,5492
本课程为 Python 金融大数据分析书籍第 5 章配套实验，讲了解学习使用 Matplotlib 完成数据可视化的相关方法。,free,/courses/881,881,,2,Python 金融数据可视化,online_public,https://dn-simplecloud.shiyanlou.com/1528794248699.png,,10738
本课程使用 Python Flask Web 框架来创建简单的博客，涉及环境安装，运行调试，静态文件，渲染模板，数据的请求接收以及重定向，响应和会话等。适合有一定编程基础，与对于 Linux 有一定了解，想更加熟悉和巩固 Python 的同学。,member,/courses/29,29,,2,Flask Web 框架基础入门,online_public,https://dn-simplecloud.shiyanlou.com/courses/uid214893-20200818-1597727418871,,23808
本实验将对意大利北部沿海地区的气象数据进行分析与可视化。实验先会对数据进行清洗，然后运用 Python 中 Matplotlib 模块的对数据进行可视化处理，最终从清晰的图表中得出我们的结论。,free,/courses/780,780,,2,Python 实现气象数据分析,online_public,https://dn-simplecloud.shiyanlou.com/1517282698894.png,,19790
本课程将利用 NBA 在 2015~2016 年的比赛统计数据进行回归模型建立，预测 2016~2017 常规赛中每场比赛的输赢情况。,free,/courses/782,782,,2,Python 预测 NBA 比赛结果,online_public,https://dn-simplecloud.shiyanlou.com/1489547404262.png,,20944
Redis 是一个开源，支持网络且基于内存和键值对的存储数据库，本课程将介绍 Redis 的基本配置和使用方法。,free,/courses/106,106,,2,Redis 简明教程,online_public,https://dn-simplecloud.shiyanlou.com/ncn106.jpg,,15643
Prometheus 是一个 Metrics 监控系统，与 Kubernetes 同属 CNCF（Cloud Native Computing Foundation），它已经成为炙手可热的 Kubernetes 生态圈中的核心监控系统，越来越多的项目（如Kubernetes 和 Etcd 等 ）都提供了对 Prometheus 的原生支持，从侧面体现了社区对它的认可。【注】本课程内容节选于“楼+ Linux 运维”课程，感兴趣的用户点击此处了解 www.shiyanlou.com/louplus/linux,free,/courses/1102,1102,,2,Prometheus 云原生监控系统,online_public,https://dn-simplecloud.shiyanlou.com/1525145795019.png,,1463
本课程由郑晓薇老师授权，基于《汇编语言（第2版）》（郑晓薇 编著，机械工业出版社）制作，可以配合该教材使用，在实验楼环境中完成教材中所有实例及实验。,free,/courses/83,83,,2,汇编语言（第 2 版，郑晓薇著）配套实验,online_public,https://dn-simplecloud.shiyanlou.com/course/1542592047651_【83】-【《汇编语言（第2版）》郑晓薇编著配套实验】.png,,10670
基于杨春敏与黄毅的ABS译文制作，一本深入学习 shell 脚本艺术的书籍。原版链接：http://www.tldp.org/LDP/abs/html/。,free,/courses/944,944,,2,高级 Bash 脚本编程指南,online_public,https://dn-simplecloud.shiyanlou.com/1505093960707.png,,17229
"了解决策树的基本概念，学习决策树生成过程中的 ID3, C4.5 及 CART 算法及原理。最后通过 scikit-learn 提供的决策树算法完成鸢尾花分类实验。",free,/courses/863,863,,2,决策树实现鸢尾花分类,online_public,https://dn-simplecloud.shiyanlou.com/1499829650275.png,,2796
Sql注入攻击是通过将恶意的Sql查询或添加语句插入到应用的输入参数中，再在后台Sql服务器上解析执行进行的攻击，它目前黑客对数据库进行攻击的最常用手段之一。本课程将带你从Web应用运行原理开始，一步一步理解Sql注入的由来、原理和攻击方式。,free,/courses/876,876,近期更新,2,SQL 注入基础原理介绍,online_public,https://dn-simplecloud.shiyanlou.com/1528794344226.png,,10185
Hive 是一个基于 Hadoop 文件系统之上的数据仓库架构。它可以将结构化的数据文件映射为一张数据库表，并提供简单的 sql 查询功能。还可以将 sql 语句转换为 MapReduce 任务运行。,member,/courses/38,38,,2,HIVE 教程,online_public,https://dn-simplecloud.shiyanlou.com/1529647125243.png,,6414
课程涵盖了大数据领域常见的组件，如 Hadoop、Mapreduce、HBase、Mahout、Pig、Hive、Sqoop 等。我们将从理论出发，搭建环境并学习相应实践案例。,free,/courses/237,237,,2,Hadoop 基础入门,online_public,https://dn-simplecloud.shiyanlou.com/course/1542592277450_【237】-【Hadoop入门进阶课程】.png,,26432
神经网络是人工智能的一种具体实现方法，本课程将手把手教你使用 Python 实现一个深度神经网络，帮助你理解深度学习的基本原理。,member,/courses/814,814,,2,Python 实现深度神经网络,online_public,https://dn-simplecloud.shiyanlou.com/1517283041138.png,,4538
本课程将会从电影题材分类的例子入手，详细讲述 k-近邻算法的原理。在这之后，我们将会使用该算法实现手写数字识别系统，书籍教程配套实验练习，帮助你更好的实战。此外，本课程源自图灵教育的《机器学习实战》第2章，感谢图灵教育授权实验楼发布。,free,/courses/777,777,,2,K-近邻实现手写数字识别,online_public,https://dn-simplecloud.shiyanlou.com/1517282649100.png,,10980
总所周知，Ebay 是一个著名的拍卖平台。而本课程我们将介绍如何利用 eBay 上的拍卖数据进行数据分析，实现通过数据判断拍卖最终是否可以成功交易和预测最终成交的价格。,member,/courses/714,714,,2,Ebay 在线拍卖数据分析,online_public,https://dn-simplecloud.shiyanlou.com/1528794365469.png,,3157
本课程主要讲解了C++ STL的容器和算法的实现，通过本课程可以快速掌握顺序容器vector、list 和 deque 以及关联容器 set 和 map 等，更有迭代器和算法的讲解。,member,/courses/1166,1166,,2,C++ 实现 STL 标准库和算法,online_public,https://dn-simplecloud.shiyanlou.com/course/1539678114813_[1166]-[C++-实现-STL-库的组件和算法].jpg,,7789
本次课程我们将利用 GitHub Pages 的特性来部署由 Hexo 框架渲染生成的静态博客。并且为博客添加插件以实现评论、七牛实现图床等功能。,member,/courses/700,700,,2,Github Pages 搭建 Hexo 个人博客,online_public,https://dn-simplecloud.shiyanlou.com/courses/uid214893-20200408-1586337875745,,1463
Seaborn 是以 Matplotlib 为核心的高阶绘图库，无需经过复杂的自定义即可绘制出更加漂亮的图形，非常适合用于数据可视化探索。学习完本课后，建议继续学习：https://www.shiyanlou.com/courses/1093,free,/courses/892,892,,2,Seaborn 数据可视化基础入门,online_public,https://dn-simplecloud.shiyanlou.com/course/1559287966209_【892】-【eaborn数据可视化基础课程】_(1).png,,2180
本次实验通过使用Scapy来实现SYN洪水攻击，并基于SYN洪水攻击来实现DDOS。并详细讲解了Scapy库的基本用法，以及SYN洪水攻击和DDOS攻击的基础知识！,member,/courses/683,683,,2,Python 实现 DDoS 攻击,online_public,https://dn-simplecloud.shiyanlou.com/course/1542594151909_【683】-【Python3基于Scapy实现DDos】.png,,2804
scikit-learn 是使用 Python 开发机器学习过程中最基础、最实用和最知名的工具之一。本课程将了解机器学习基本概念，熟悉机器学习中常用的算法，并使用 scikit-learn 进行实战应用。,member,/courses/866,866,,2,scikit-learn 机器学习基础入门,online_public,https://dn-simplecloud.shiyanlou.com/course/1558674542636_【866】-【scikit-learn机器学习基础课程】.png,,1230
本课程编写一个Node.js端口扫描模块，主要用到Node.js的net模块，同时，我们会使用一些ES6的新语法，实验楼部分 Node.js 课程已经介绍过一些 ES6 语法，本课程主要会用到Promise。,member,/courses/528,528,,2,Node.js 实现端口扫描器,online_public,https://dn-simplecloud.shiyanlou.com/1459493073368.png,,531
本课程将通过一个简单的Go语言程序，带你了解Go是如何实现编程效率和强大功能之间的平衡的。这个程序从不同的数据源拉取数据，将数据内容与一组搜索项做对比，然后将匹配的内容显示在终端窗口。在这个过程中会读取文本文件，进行网络调用，解码XML和JSON成为结构化类型数据，并且利用Go语言的并发机制保证这些操作的速度。本课程源自异步社区的《Go语言实战》第2章，感谢异步社区授权实验楼发布。,free,/courses/834,834,,2,快速开始一个 Go 程序,online_public,https://dn-simplecloud.shiyanlou.com/1528794790541.png,,5279
微信朋友圈里的红包照片，还有 iOS 带来的「毛玻璃」菜单效果都很吸引眼球，这次我们就尝试用熟悉的 CSS3 来实现这个效果。,member,/courses/497,497,,2,CSS 实现红包模糊效果,online_public,https://dn-simplecloud.shiyanlou.com/assets/1631182646188_c3df491559126ac928ea373c8274b295,,1336
本课程使用 Node.js+Redis 实现一个简单的漂流瓶应用，主要学习 Node.js 和 Redis 的使用和结合。项目中，我们使用redis 这个 npm 包来操作 Redis 数据库。同时使用 Express 提供 Web 服务。,member,/courses/450,450,,2,Node.js 和 Redis 实现漂流瓶,online_public,https://dn-simplecloud.shiyanlou.com/1445590009624.png,,640
本实验将通过一些特定应用来介绍一些常用建模技术。我们考虑如何在 R 中存储和处理时间序列。接着，我们处理线性时间序列分析，并展现如何将它用于建模和预测房屋价格。其次，我们通过考虑长期趋势，最后使用协整的概念来改进基本的最小方差对冲比。本实验源来自异步社区的《量化金融R语言初级教程》第1章 ，感谢异步社区授权实验楼发布。,free,/courses/882,882,,2,R 语言英国房屋价格建模预测,online_public,https://dn-simplecloud.shiyanlou.com/1500950540227.png,,1049
本实验将以故事的形式展开对商业街调查问卷的设计进行分析和学习。我们在是实验中首先会进行数据的录入，然后利用管道处理技术来列联表，接着进行独立性检验，最终通过图表的形式得到我们需要的调查问卷。本实验源来自图灵教育的《菜鸟侦探挑战数据分析》第3章，感谢图灵教育授权实验楼发布。,free,/courses/873,873,,2,R 语言进行商业问卷分析,online_public,https://dn-simplecloud.shiyanlou.com/1499739812208.png,,1005
